time,fps,avg_fps
339.887381,49.306178,48.484568
340.880078,63.398921,50.598744
341.897923,48.059280,50.385383
342.879233,42.868782,44.706887
343.894752,43.910772,49.864109
344.892527,46.979546,49.879509
345.896006,52.261963,43.296693
346.883567,45.613596,45.157011
347.891195,47.617272,48.491398
348.896935,60.279012,45.314374
349.895596,62.969822,46.288034
350.893434,40.585066,47.463810
351.884355,43.750695,45.546466
352.879085,50.206872,49.627022
353.889119,46.385436,44.446526
354.890746,51.597540,50.676399
355.889893,56.848059,45.438462
356.899186,42.600921,47.025042
357.8858,63.570556,44.886615
358.894069,33.743958,41.821920
359.897915,55.424474,45.277256
360.901497,50.825355,43.751361
361.892057,51.009980,42.153455
362.892466,58.080043,43.663524
363.89848,58.378271,42.935200
364.903438,47.382469,39.471377
365.890553,39.573698,43.348805
366.894803,56.313082,44.832438
367.899788,43.369469,43.217258
368.889649,57.442734,43.963966
369.915113,41.963966,40.969893
370.90303,50.559361,31.172487
371.916814,39.345901,29.533388
372.909325,31.429162,23.262262
373.893694,44.203981,35.662595
374.901668,40.759458,36.585185
375.896301,40.031114,37.231458
376.903381,45.820621,38.584287
377.949496,23.804353,31.117019
378.909845,50.680834,39.707351
379.891011,46.890017,40.940750
380.901054,43.698339,40.563812
381.904176,41.408951,39.882453
382.903447,52.073062,43.200060
383.911212,41.589442,42.859678
384.909872,44.907979,41.207780
385.897711,43.441122,42.032643
386.909622,52.868122,39.519767
387.899529,54.205730,42.626549
388.907906,45.415630,43.521674
389.910524,44.189315,42.781528
390.909969,50.653711,41.355180
391.904097,40.753470,42.111431
392.909912,51.971481,40.292653
393.912507,52.923967,42.262026
394.908076,48.991524,40.374008
395.914909,41.655753,40.822824
396.89952,50.474857,44.461761
397.899899,53.859151,42.415452
398.899377,40.960518,42.295439
399.934574,41.798040,41.283812
400.915464,35.768197,34.438872
401.934344,34.521146,32.302414
402.916133,34.494505,34.904247
403.916443,34.674195,33.275902
404.904006,39.069804,32.873529
405.904426,37.825676,31.308417
406.920175,38.367341,29.906300
407.93613,36.864476,29.499389
408.94346,35.924913,27.240753
409.940481,35.415323,23.020963
410.939413,28.329429,20.646782
411.991124,4.386355,19.634231
412.97034,25.522186,17.041510
413.955066,3.955986,13.971732
414.949263,27.542228,11.766377
415.952335,24.643246,12.807181
416.94415,4.659967,13.329689
417.965963,4.016423,11.826787
418.94098,29.413918,14.704817
419.954164,4.271866,16.106141
420.940445,4.665249,16.543233
422.022709,3.630535,13.654823
423.032117,3.880387,9.951822
424.037356,4.195483,8.661947
425.047449,4.040451,6.687009
426.071665,3.962416,4.824577
427.050741,4.321692,3.981139
428.036073,4.019404,4.001827
429.026811,4.067151,4.011503
430.041967,4.110266,4.019552
431.012414,4.590222,4.040425
431.967714,3.901136,4.089166
433.012983,4.025180,4.767038
434.014509,3.964735,4.751192
435.028961,3.835526,4.761957
436.047535,3.971976,4.701615
437.055456,3.981158,4.663215
438.072654,4.003417,3.958396
439.121737,3.961963,3.929233
440.169835,3.828019,3.898675
441.401439,3.865386,3.877019
442.131463,4.368410,3.804304
443.146678,3.997401,3.826951
444.192699,3.911047,3.820222
445.183085,3.746551,3.806320
446.208787,2.135750,3.630690
447.173811,1.989353,3.541388
448.181931,4.196698,3.537582
449.148517,4.394972,3.544942
450.135892,4.156089,3.593658
451.160393,3.869481,3.708183
452.210569,2.085619,3.700010
453.413855,3.612890,3.776471
454.151377,4.262054,3.681929
455.176536,3.979173,3.641969
456.215138,2.037342,3.512733
457.427397,3.756917,3.383134
458.1761,4.264742,3.345455
459.196004,3.836461,3.574753
